mode,shift,total_n,escape_rate,initial_scale,initial_offset,final_scale,final_offset,mean_selected_k,max_selected_k,mean_observation_budget,mean_base_budget_trim,mean_verifier_topup,mean_estimated_topup_value,causal_recall,trajectory_mse,state_integrity,observation_hit_rate,missed_hidden_rate,objective,work_proxy,bytes_proxy
wpu-hand-adaptive,noisy_anomaly,2048,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.933594,0.082253,0.925303,0.0,0.0,0.082253,24.0,864.0
dense-state-copy,noisy_anomaly,2048,0.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2048.0,73728.0
wpu-learned-observation,noisy_anomaly,2048,0.25,1.0,0.0,1.0,0.0,32.0,32.0,6.84375,0.0,0.0,0.0,0.931641,0.102136,0.908553,0.657552,0.154948,0.204792,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.0,32.0,3.859375,0.0,0.0,0.0,0.927734,0.100455,0.910128,0.613281,0.199219,0.158346,30.0,1080.0
wpu-verified-online-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.0,32.0,3.890625,0.0,0.03125,0.001254,0.929688,0.099699,0.910752,0.625,0.1875,0.158058,30.0,1080.0
wpu-value-budget-online-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.0,32.0,3.859375,0.0,0.0,0.0,0.927734,0.100455,0.910128,0.613281,0.199219,0.158346,30.0,1080.0
wpu-sequential-online-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.125,32.0,3.96875,0.0625,0.0,0.0,0.927734,0.100835,0.909804,0.613281,0.199219,0.160367,30.125,1084.5
wpu-composed-online-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.125,32.0,3.96875,0.0625,0.0,0.0,0.927734,0.100835,0.909804,0.613281,0.199219,0.160367,30.125,1084.5
wpu-learned-composed-online-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.125,32.0,3.96875,0.0625,0.0,0.0,0.927734,0.100835,0.909804,0.613281,0.199219,0.160367,30.125,1084.5
wpu-labeled-calibrated-observation,noisy_anomaly,2048,0.25,1.248606,-0.230168,1.248606,-0.230168,30.125,32.0,2.078125,0.0,0.0,0.0,0.933594,0.097017,0.912852,0.652344,0.160156,0.128189,30.125,1084.5
wpu-hand-adaptive,noisy_anomaly,2048,0.25,1.0,0.0,1.0,0.0,30.5,32.0,1.4375,0.0,0.0,0.0,0.890625,0.116719,0.897173,0.486979,0.325521,0.138282,30.5,1098.0
dense-state-copy,noisy_anomaly,2048,0.25,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2048.0,73728.0
wpu-learned-observation,noisy_anomaly,2048,0.5,1.0,0.0,1.0,0.0,32.0,32.0,7.0,0.0,0.0,0.0,0.863281,0.133041,0.884712,0.719792,0.233333,0.238041,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,2048,0.5,1.0,0.0,0.995753,-0.0168,31.75,32.0,5.5625,0.0,0.0,0.0,0.9375,0.10099,0.909878,0.899219,0.053906,0.184427,31.75,1143.0
wpu-verified-online-observation,noisy_anomaly,2048,0.5,1.0,0.0,0.995753,-0.0168,31.75,32.0,5.625,0.0,0.0625,0.002507,0.945312,0.097579,0.912509,0.917969,0.035156,0.181954,31.75,1143.0
wpu-value-budget-online-observation,noisy_anomaly,2048,0.5,1.0,0.0,0.995753,-0.0168,31.75,32.0,5.5625,0.0,0.0,0.0,0.9375,0.10099,0.909878,0.899219,0.053906,0.184427,31.75,1143.0
wpu-sequential-online-observation,noisy_anomaly,2048,0.5,1.0,0.0,0.9944,-0.0224,32.0,32.0,5.703125,0.640625,0.0,0.0,0.957031,0.092422,0.916115,0.939583,0.013542,0.177968,32.0,1152.0
wpu-composed-online-observation,noisy_anomaly,2048,0.5,1.0,0.0,0.9944,-0.0224,32.0,32.0,5.703125,0.640625,0.0,0.0,0.957031,0.092422,0.916115,0.939583,0.013542,0.177968,32.0,1152.0
wpu-learned-composed-online-observation,noisy_anomaly,2048,0.5,1.0,0.0,0.9944,-0.0224,32.0,32.0,5.703125,0.640625,0.0,0.0,0.957031,0.092422,0.916115,0.939583,0.013542,0.177968,32.0,1152.0
wpu-labeled-calibrated-observation,noisy_anomaly,2048,0.5,1.248606,-0.230168,1.248606,-0.230168,31.75,32.0,4.140625,0.0,0.0,0.0,0.955078,0.092275,0.916288,0.903906,0.049219,0.154385,31.75,1143.0
wpu-hand-adaptive,noisy_anomaly,2048,0.5,1.0,0.0,1.0,0.0,31.625,32.0,3.171875,0.0,0.0,0.0,0.806641,0.158317,0.865779,0.561458,0.391667,0.205895,31.625,1138.5
dense-state-copy,noisy_anomaly,2048,0.5,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2048.0,73728.0
wpu-learned-observation,noisy_anomaly,2048,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.984375,0.0,0.0,0.0,0.806641,0.15893,0.865077,0.715402,0.284598,0.263695,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,2048,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.703125,0.0,0.0,0.0,0.955078,0.091996,0.916857,0.98776,0.01224,0.192543,32.0,1152.0
wpu-verified-online-observation,noisy_anomaly,2048,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.75,0.0,0.046875,0.00188,0.960938,0.089183,0.919142,0.996094,0.003906,0.190433,32.0,1152.0
wpu-value-budget-online-observation,noisy_anomaly,2048,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.703125,0.0,0.0,0.0,0.955078,0.091996,0.916857,0.98776,0.01224,0.192543,32.0,1152.0
wpu-sequential-online-observation,noisy_anomaly,2048,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.1875,0.765625,0.0,0.0,0.958984,0.09002,0.918412,0.99349,0.00651,0.182833,32.0,1152.0
wpu-composed-online-observation,noisy_anomaly,2048,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.1875,0.765625,0.0,0.0,0.958984,0.09002,0.918412,0.99349,0.00651,0.182833,32.0,1152.0
wpu-learned-composed-online-observation,noisy_anomaly,2048,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.1875,0.765625,0.0,0.0,0.958984,0.09002,0.918412,0.99349,0.00651,0.182833,32.0,1152.0
wpu-labeled-calibrated-observation,noisy_anomaly,2048,0.75,1.248606,-0.230168,1.248606,-0.230168,32.0,32.0,5.375,0.0,0.0,0.0,0.943359,0.097004,0.912602,0.965848,0.034152,0.177629,32.0,1152.0
wpu-hand-adaptive,noisy_anomaly,2048,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.578125,0.0,0.0,0.0,0.759766,0.180734,0.849196,0.593787,0.406213,0.249406,32.0,1152.0
dense-state-copy,noisy_anomaly,2048,0.75,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2048.0,73728.0
wpu-learned-observation,noisy_anomaly,8192,0.0,1.0,0.0,1.0,0.0,32.0,32.0,6.75,0.0,0.0,0.0,0.957031,0.090605,0.917549,0.0,0.0,0.191855,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,8192,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.421875,0.0,0.0,0.0,0.935547,0.084728,0.922753,0.0,0.0,0.091056,24.625,886.5
wpu-verified-online-observation,noisy_anomaly,8192,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.421875,0.0,0.0,0.0,0.935547,0.084728,0.922753,0.0,0.0,0.091056,24.625,886.5
wpu-value-budget-online-observation,noisy_anomaly,8192,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.421875,0.0,0.0,0.0,0.935547,0.084728,0.922753,0.0,0.0,0.091056,24.625,886.5
wpu-sequential-online-observation,noisy_anomaly,8192,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.421875,0.0,0.0,0.0,0.935547,0.084728,0.922753,0.0,0.0,0.091056,24.625,886.5
wpu-composed-online-observation,noisy_anomaly,8192,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.421875,0.0,0.0,0.0,0.935547,0.084728,0.922753,0.0,0.0,0.091056,24.625,886.5
wpu-learned-composed-online-observation,noisy_anomaly,8192,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.421875,0.0,0.0,0.0,0.935547,0.084728,0.922753,0.0,0.0,0.091056,24.625,886.5
wpu-labeled-calibrated-observation,noisy_anomaly,8192,0.0,1.248606,-0.230168,1.248606,-0.230168,27.375,32.0,0.65625,0.0,0.0,0.0,0.949219,0.08413,0.9232,0.0,0.0,0.093973,27.375,985.5
wpu-hand-adaptive,noisy_anomaly,8192,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.933594,0.08454,0.922958,0.0,0.0,0.08454,24.0,864.0
dense-state-copy,noisy_anomaly,8192,0.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8192.0,294912.0
wpu-learned-observation,noisy_anomaly,8192,0.25,1.0,0.0,1.0,0.0,32.0,32.0,6.90625,0.0,0.0,0.0,0.925781,0.104899,0.906322,0.550781,0.152344,0.208493,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,8192,0.25,1.0,0.0,0.992874,-0.028,29.875,32.0,3.375,0.0,0.0,0.0,0.917969,0.103145,0.907711,0.550781,0.152344,0.15377,29.875,1075.5
wpu-verified-online-observation,noisy_anomaly,8192,0.25,1.0,0.0,0.992874,-0.028,29.875,32.0,3.484375,0.0,0.109375,0.004388,0.931641,0.097331,0.912389,0.59375,0.109375,0.149596,29.875,1075.5
wpu-value-budget-online-observation,noisy_anomaly,8192,0.25,1.0,0.0,0.992874,-0.028,29.875,32.0,3.375,0.0,0.0,0.0,0.917969,0.103145,0.907711,0.550781,0.152344,0.15377,29.875,1075.5
wpu-sequential-online-observation,noisy_anomaly,8192,0.25,1.0,0.0,0.994225,-0.0224,29.75,32.0,3.1875,0.046875,0.0,0.0,0.917969,0.103145,0.907751,0.535156,0.167969,0.150958,29.75,1071.0
wpu-composed-online-observation,noisy_anomaly,8192,0.25,1.0,0.0,0.994225,-0.0224,29.75,32.0,3.1875,0.046875,0.0,0.0,0.917969,0.103145,0.907751,0.535156,0.167969,0.150958,29.75,1071.0
wpu-learned-composed-online-observation,noisy_anomaly,8192,0.25,1.0,0.0,0.994225,-0.0224,29.75,32.0,3.1875,0.046875,0.0,0.0,0.917969,0.103145,0.907751,0.535156,0.167969,0.150958,29.75,1071.0
wpu-labeled-calibrated-observation,noisy_anomaly,8192,0.25,1.248606,-0.230168,1.248606,-0.230168,30.125,32.0,1.890625,0.0,0.0,0.0,0.927734,0.099553,0.910328,0.580729,0.122396,0.127913,30.125,1084.5
wpu-hand-adaptive,noisy_anomaly,8192,0.25,1.0,0.0,1.0,0.0,29.625,32.0,1.21875,0.0,0.0,0.0,0.894531,0.113215,0.900014,0.41276,0.290365,0.131496,29.625,1066.5
dense-state-copy,noisy_anomaly,8192,0.25,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8192.0,294912.0
wpu-learned-observation,noisy_anomaly,8192,0.5,1.0,0.0,1.0,0.0,32.0,32.0,6.953125,0.0,0.0,0.0,0.867188,0.131725,0.885586,0.730729,0.206771,0.236022,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,8192,0.5,1.0,0.0,0.990177,-0.0392,31.5,32.0,5.125,0.0,0.0,0.0,0.929688,0.102999,0.907678,0.835417,0.102083,0.179874,31.5,1134.0
wpu-verified-online-observation,noisy_anomaly,8192,0.5,1.0,0.0,0.990177,-0.0392,31.5,32.0,5.25,0.0,0.125,0.005014,0.945312,0.095877,0.913549,0.875,0.0625,0.174627,31.5,1134.0
wpu-value-budget-online-observation,noisy_anomaly,8192,0.5,1.0,0.0,0.990177,-0.0392,31.5,32.0,5.125,0.0,0.0,0.0,0.929688,0.102999,0.907678,0.835417,0.102083,0.179874,31.5,1134.0
wpu-sequential-online-observation,noisy_anomaly,8192,0.5,1.0,0.0,0.9944,-0.0224,31.75,32.0,5.5,0.453125,0.0,0.0,0.945312,0.096371,0.913154,0.89349,0.04401,0.178871,31.75,1143.0
wpu-composed-online-observation,noisy_anomaly,8192,0.5,1.0,0.0,0.9944,-0.0224,31.75,32.0,5.5,0.453125,0.0,0.0,0.945312,0.096371,0.913154,0.89349,0.04401,0.178871,31.75,1143.0
wpu-learned-composed-online-observation,noisy_anomaly,8192,0.5,1.0,0.0,0.9944,-0.0224,31.75,32.0,5.5,0.453125,0.0,0.0,0.945312,0.096371,0.913154,0.89349,0.04401,0.178871,31.75,1143.0
wpu-labeled-calibrated-observation,noisy_anomaly,8192,0.5,1.248606,-0.230168,1.248606,-0.230168,31.75,32.0,3.515625,0.0,0.0,0.0,0.935547,0.100246,0.909847,0.86276,0.07474,0.152981,31.75,1143.0
wpu-hand-adaptive,noisy_anomaly,8192,0.5,1.0,0.0,1.0,0.0,31.5,32.0,2.96875,0.0,0.0,0.0,0.828125,0.148756,0.872534,0.577865,0.359635,0.193287,31.5,1134.0
dense-state-copy,noisy_anomaly,8192,0.5,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8192.0,294912.0
wpu-learned-observation,noisy_anomaly,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.984375,0.0,0.0,0.0,0.802734,0.159875,0.864525,0.728571,0.271429,0.26464,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.796875,0.0,0.0,0.0,0.957031,0.091281,0.917083,0.997768,0.002232,0.193234,32.0,1152.0
wpu-verified-online-observation,noisy_anomaly,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.796875,0.0,0.0,0.0,0.957031,0.091281,0.917083,0.997768,0.002232,0.193234,32.0,1152.0
wpu-value-budget-online-observation,noisy_anomaly,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.796875,0.0,0.0,0.0,0.957031,0.091281,0.917083,0.997768,0.002232,0.193234,32.0,1152.0
wpu-sequential-online-observation,noisy_anomaly,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.140625,0.78125,0.0,0.0,0.960938,0.088979,0.918926,1.0,0.0,0.181089,32.0,1152.0
wpu-composed-online-observation,noisy_anomaly,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.140625,0.78125,0.0,0.0,0.960938,0.088979,0.918926,1.0,0.0,0.181089,32.0,1152.0
wpu-learned-composed-online-observation,noisy_anomaly,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.140625,0.78125,0.0,0.0,0.960938,0.088979,0.918926,1.0,0.0,0.181089,32.0,1152.0
wpu-labeled-calibrated-observation,noisy_anomaly,8192,0.75,1.248606,-0.230168,1.248606,-0.230168,32.0,32.0,5.453125,0.0,0.0,0.0,0.939453,0.098571,0.91115,0.968415,0.031585,0.180368,32.0,1152.0
wpu-hand-adaptive,noisy_anomaly,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.671875,0.0,0.0,0.0,0.773438,0.173411,0.854212,0.642894,0.357106,0.243489,32.0,1152.0
dense-state-copy,noisy_anomaly,8192,0.75,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8192.0,294912.0
wpu-learned-observation,weak_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.051468,0.95109,0.0,0.0,0.051468,24.0,864.0
wpu-online-calibrated-observation,weak_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.051468,0.95109,0.0,0.0,0.051468,24.0,864.0
wpu-verified-online-observation,weak_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.051468,0.95109,0.0,0.0,0.051468,24.0,864.0
wpu-value-budget-online-observation,weak_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.051468,0.95109,0.0,0.0,0.051468,24.0,864.0
wpu-sequential-online-observation,weak_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.051468,0.95109,0.0,0.0,0.051468,24.0,864.0
wpu-composed-online-observation,weak_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.051468,0.95109,0.0,0.0,0.051468,24.0,864.0
wpu-learned-composed-online-observation,weak_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.051468,0.95109,0.0,0.0,0.051468,24.0,864.0
wpu-labeled-calibrated-observation,weak_anomaly,128,0.0,1.49879,-0.20565,1.49879,-0.20565,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.051468,0.95109,0.0,0.0,0.051468,24.0,864.0
wpu-hand-adaptive,weak_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.051468,0.95109,0.0,0.0,0.051468,24.0,864.0
dense-state-copy,weak_anomaly,128,0.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,128.0,4608.0
wpu-learned-observation,weak_anomaly,128,0.25,1.0,0.0,1.0,0.0,31.125,32.0,0.921875,0.0,0.0,0.0,0.890625,0.119748,0.895024,0.513021,0.377604,0.133576,31.125,1120.5
wpu-online-calibrated-observation,weak_anomaly,128,0.25,1.0,0.0,1.024083,0.095333,31.125,32.0,1.15625,0.0,0.0,0.0,0.931641,0.101536,0.90926,0.666667,0.223958,0.11888,31.125,1120.5
wpu-verified-online-observation,weak_anomaly,128,0.25,1.0,0.0,1.0,0.0,31.125,32.0,1.6875,0.0,0.765625,0.030713,0.996094,0.071827,0.933198,0.878906,0.011719,0.09714,31.125,1120.5
wpu-value-budget-online-observation,weak_anomaly,128,0.25,1.0,0.0,1.024083,0.095333,31.125,32.0,1.15625,0.0,0.0,0.0,0.931641,0.101536,0.90926,0.666667,0.223958,0.11888,31.125,1120.5
wpu-sequential-online-observation,weak_anomaly,128,0.25,1.0,0.0,1.024083,0.095333,31.125,32.0,1.15625,0.0,0.0,0.0,0.931641,0.101536,0.90926,0.666667,0.223958,0.11888,31.125,1120.5
wpu-composed-online-observation,weak_anomaly,128,0.25,1.0,0.0,1.007685,0.030667,31.125,32.0,1.5625,0.0,0.578125,0.023191,0.980469,0.078512,0.927779,0.825521,0.065104,0.101949,31.125,1120.5
wpu-learned-composed-online-observation,weak_anomaly,128,0.25,1.0,0.0,1.022039,0.087333,31.125,32.0,1.28125,0.0,0.125,0.005014,0.947266,0.094344,0.915223,0.717448,0.173177,0.113563,31.125,1120.5
wpu-labeled-calibrated-observation,weak_anomaly,128,0.25,1.49879,-0.20565,1.49879,-0.20565,24.25,32.0,0.046875,0.0,0.0,0.0,0.792969,0.146766,0.873939,0.015625,0.875,0.14747,24.25,873.0
wpu-hand-adaptive,weak_anomaly,128,0.25,1.0,0.0,1.0,0.0,25.0,32.0,0.140625,0.0,0.0,0.0,0.804688,0.143375,0.876672,0.083333,0.807292,0.145485,25.0,900.0
dense-state-copy,weak_anomaly,128,0.25,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,128.0,4608.0
wpu-learned-observation,weak_anomaly,128,0.5,1.0,0.0,1.0,0.0,31.875,32.0,1.03125,0.0,0.0,0.0,0.746094,0.189177,0.84418,0.377083,0.607292,0.204646,31.875,1147.5
wpu-online-calibrated-observation,weak_anomaly,128,0.5,1.0,0.0,1.020503,0.081333,31.875,32.0,2.046875,0.0,0.0,0.0,0.882812,0.125567,0.890431,0.710156,0.274219,0.156271,31.875,1147.5
wpu-verified-online-observation,weak_anomaly,128,0.5,1.0,0.0,1.0,0.0,31.875,32.0,2.484375,0.0,1.453125,0.058292,0.9375,0.09999,0.9105,0.876042,0.108333,0.137256,31.875,1147.5
wpu-value-budget-online-observation,weak_anomaly,128,0.5,1.0,0.0,1.020503,0.081333,31.875,32.0,2.046875,0.0,0.0,0.0,0.882812,0.125567,0.890431,0.710156,0.274219,0.156271,31.875,1147.5
wpu-sequential-online-observation,weak_anomaly,128,0.5,1.0,0.0,1.020503,0.081333,31.875,32.0,2.046875,0.0,0.0,0.0,0.882812,0.125567,0.890431,0.710156,0.274219,0.156271,31.875,1147.5
wpu-composed-online-observation,weak_anomaly,128,0.5,1.0,0.0,1.008183,0.032667,31.875,32.0,2.625,0.0,1.1875,0.047637,0.955078,0.091533,0.917371,0.898698,0.085677,0.130908,31.875,1147.5
wpu-learned-composed-online-observation,weak_anomaly,128,0.5,1.0,0.0,1.020503,0.081333,31.875,32.0,2.40625,0.0,0.359375,0.014416,0.927734,0.104516,0.907565,0.813021,0.171354,0.14061,31.875,1147.5
wpu-labeled-calibrated-observation,weak_anomaly,128,0.5,1.49879,-0.20565,1.49879,-0.20565,26.5,32.0,0.625,0.0,0.0,0.0,0.705078,0.190862,0.841806,0.139583,0.844792,0.200237,26.5,954.0
wpu-hand-adaptive,weak_anomaly,128,0.5,1.0,0.0,1.0,0.0,24.5,32.0,0.0625,0.0,0.0,0.0,0.634766,0.217969,0.824487,0.018229,0.966146,0.218906,24.5,882.0
dense-state-copy,weak_anomaly,128,0.5,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,128.0,4608.0
wpu-learned-observation,weak_anomaly,128,0.75,1.0,0.0,1.0,0.0,32.0,32.0,1.3125,0.0,0.0,0.0,0.626953,0.244491,0.80603,0.315402,0.684598,0.264178,32.0,1152.0
wpu-online-calibrated-observation,weak_anomaly,128,0.75,1.0,0.0,1.025105,0.099333,32.0,32.0,2.734375,0.0,0.0,0.0,0.808594,0.160012,0.863784,0.640327,0.359673,0.201028,32.0,1152.0
wpu-verified-online-observation,weak_anomaly,128,0.75,1.0,0.0,1.0,0.0,32.0,32.0,3.1875,0.0,1.875,0.075216,0.863281,0.135899,0.882405,0.787946,0.212054,0.183711,32.0,1152.0
wpu-value-budget-online-observation,weak_anomaly,128,0.75,1.0,0.0,1.025105,0.099333,32.0,32.0,2.734375,0.0,0.0,0.0,0.808594,0.160012,0.863784,0.640327,0.359673,0.201028,32.0,1152.0
wpu-sequential-online-observation,weak_anomaly,128,0.75,1.0,0.0,1.025105,0.099333,32.0,32.0,2.734375,0.0,0.0,0.0,0.808594,0.160012,0.863784,0.640327,0.359673,0.201028,32.0,1152.0
wpu-composed-online-observation,weak_anomaly,128,0.75,1.0,0.0,1.008183,0.032667,32.0,32.0,3.609375,0.0,1.671875,0.067067,0.917969,0.109319,0.903403,0.868415,0.131585,0.163459,32.0,1152.0
wpu-learned-composed-online-observation,weak_anomaly,128,0.75,1.0,0.0,1.021017,0.083333,32.0,32.0,3.375,0.0,0.6875,0.027579,0.888672,0.123195,0.893197,0.790662,0.209338,0.17382,32.0,1152.0
wpu-labeled-calibrated-observation,weak_anomaly,128,0.75,1.49879,-0.20565,1.49879,-0.20565,29.75,32.0,1.953125,0.0,0.0,0.0,0.710938,0.198663,0.835859,0.385119,0.614881,0.22796,29.75,1071.0
wpu-hand-adaptive,weak_anomaly,128,0.75,1.0,0.0,1.0,0.0,25.125,32.0,0.140625,0.0,0.0,0.0,0.484375,0.287908,0.779796,0.046763,0.953237,0.290017,25.125,904.5
dense-state-copy,weak_anomaly,128,0.75,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,128.0,4608.0
wpu-learned-observation,weak_anomaly,512,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.951172,0.075997,0.930377,0.0,0.0,0.075997,24.0,864.0
wpu-online-calibrated-observation,weak_anomaly,512,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.951172,0.075997,0.930377,0.0,0.0,0.075997,24.0,864.0
wpu-verified-online-observation,weak_anomaly,512,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.951172,0.075997,0.930377,0.0,0.0,0.075997,24.0,864.0
wpu-value-budget-online-observation,weak_anomaly,512,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.951172,0.075997,0.930377,0.0,0.0,0.075997,24.0,864.0
